Reward
1877.7007060519718
1784.9070274456199
1731.581112131397
1943.436202814319
1886.0237047162022
1674.1219401471944
2240.769981773411
1632.575270834664
1769.239061446748
1850.8145436666935
1715.8970669708133
1943.1243000933646
1746.592150793319
1856.453490682859
1945.542931615358
1722.4823147398818
2187.0360250218237
1829.6262724449998
2182.240103946479
2136.921826159162
2041.6481793320372
1785.4740150434734
1855.2188201437923
2044.5282404307848
1931.2014069829434
2002.3499312329309
1828.1967208674569
1724.5141675320247
1755.5430847513937
2051.382313493319
2125.3014094642326
1631.8695405528658
1719.201071915948
1670.968049389388
1919.2201898975704
1850.9858049057366
1991.0550337423629
1740.7516202511465
1753.8614276936935
1950.4561976890623
1792.8566994366297
2143.1933234948765
1809.1174409788543
1978.676580202596
1826.120035101629
1676.4053296337129
2042.254366479666
2096.915323763299
1941.0660277572
1938.0268989367498
2469.7251032394006
1729.190616759214
1936.9024983797908
1961.332648810771
1984.951819250146
1888.4123570201034
1947.5455973414273
1973.2703032442262
2071.824547248949
1796.8631623394065
1758.4121182213885
1743.0017972371218
1733.6422113569151
1999.6664228051634
2033.3876893133975
1843.6004511387064
1939.2963724140668
1734.9550559128056
2112.7770524407515
2138.7303928026004
2154.107188033106
2019.958706303963
1862.2638789287487
1902.7705342745937
1906.0790837850861
1621.6370740776754
1866.7477437971477
1834.4335117060473
1699.13343939328
2252.7702841798628
2286.748809685936
1788.0478726771685
1769.9081247632876
1875.092198668671
1762.2069735418197
2152.728284102729
1815.2956500535342
2461.872777669084
2011.226611590501
2211.3058257277858
1861.8209388712623
1911.8616220298559
2010.7875131269802
2007.3745009071797
2227.0660357159227
2224.729096865368
1743.980466929473
1995.8311369872245
1897.9447025733887
2157.499379942183
1813.6950638611008
2107.8285351241852
2022.6790480006407
1904.2741684527527
1660.1691549799575
1962.2472923618711
2184.197718991639
1800.6037313300353
1945.8496554897965
1838.6439061128478
1769.2825887725367
2134.1064274565583
1834.86748924625
2211.070027525414
1775.71112407651
2017.0190912435385
1786.3706833836459
2319.6129402238225
1710.3949596700581
1842.646600935276
2129.1945094289235
1906.721971438514
2272.9774609345222
2033.5086412404337
2026.3887099989363
1542.6481702203712
2219.479694682486
2163.8874061800757
1608.4585639279765
2217.121527076264
3188.9827623977076
2838.2149369516183
3681.6717926204115
2606.1656742332016
3580.109296760001
4075.952274844044
4382.27030701583
4160.081267226774
3748.3068952180743
4693.666822084368
4544.736991163
5280.359604107252
4621.32191228073
4848.004960435492
3818.950219147241
3902.3239568495064
5572.506676728619
5378.316537619468
